Date,Fatalities
19720614,82
19720615,81
19720618,257
19720624,5
19720625,3
19720629,20
19720630,2
19720705,3
19720706,10
19720711,71
19720720,1
19720729,38
19720812,48
19720814,156
19720816,26
19720827,34
19720828,25
19720831,101
19720901,4
19720907,1
19720910,11
19720913,31
19720924,10
19720930,1
19721002,118
19721012,2
19721013,203
19721016,4
19721021,37
19721023,1
19721027,60
19721030,27
19721031,22
19721104,35
19721117,11
19721128,62
19721129,2
19721203,155
19721205,18
19721206,3
19721208,69
19721215,2
19721220,10
19721221,27
19721223,40
19721229,103
19721231,5
19730102,5
19730119,4
19730122,220
19730127,6
19730129,37
19730131,2
19730212,4
19730219,71
19730221,132
19730222,2
19730224,79
19730228,78
19730303,25
19730305,71
19730307,4
19730315,8
19730319,62
19730410,108
19730412,31
19730418,4
19730419,6
19730511,65
19730516,2
19730518,100
19730519,11
19730529,4
19730531,48
19730601,23
19730603,6
19730609,2
19730620,27
19730630,5
19730711,123
19730722,78
19730723,38
19730724,5
19730731,89
19730804,5
19730813,85
19730815,10
19730818,56
19730822,16
19730827,42
19730828,25
19730904,4
19730908,6
19730909,4
19730911,41
19730920,6
19730924,2
19730925,3
19730927,11
19730930,117
19731002,10
19731004,8
19731012,8
19731013,119
19731015,7
19731023,8
19731029,4
19731031,2
19731102,6
19731103,4
19731117,27
19731207,13
19731209,8
19731211,10
19731216,51
19731217,30
19731218,2
19731221,26
19731222,106
19731223,17
19731228,1
19740101,38
19740106,40
19740109,31
19740110,24
19740117,14
19740125,6
19740126,66
19740127,3
19740128,4
19740130,96
19740202,1
19740209,35
19740210,2
19740222,1
19740223,7
19740228,10
19740303,346
19740308,18
19740311,4
19740313,36
19740315,15
19740404,78
19740411,11
19740422,107
19740424,1
19740427,118
19740430,6
19740502,22
19740506,3
19740523,32
19740531,2
19740608,44
19740627,19
19740630,5
19740724,3
19740727,5
19740805,5
19740809,9
19740811,47
19740812,27
19740813,4
19740814,48
19740818,38
19740907,35
19740908,88
19740911,70
19740915,75
19740919,5
19740922,2
19741001,6
19741002,2
19741009,3
19741010,6
19741013,6
19741017,5
19741019,1
19741022,2
19741024,4
19741027,4
19741028,2
19741030,32
19741107,3
19741115,5
19741120,61
19741122,4
19741201,95
19741204,191
19741211,5
19741212,54
19741214,7
19741222,77
19741226,4
19741229,33
19750103,70
19750105,3
19750106,12
19750108,21
19750109,14
19750113,5
19750115,9
19750116,16
19750130,43
19750201,7
19750203,32
19750209,40
19750216,3
19750222,5
19750227,15
19750305,2
19750312,26
19750316,55
19750318,5
19750320,16
19750404,155
19750422,3
19750428,2
19750503,3
19750510,2
19750512,6
19750513,23
19750603,1
19750617,1
19750624,113
19750626,2
19750630,3
19750702,8
19750703,10
19750710,4
19750715,45
19750726,6
19750731,38
19750803,208
19750807,0
19750815,28
19750820,126
19750825,2
19750830,30
19750901,26
19750911,1
19750924,25
19750930,71
19751023,11
19751026,2
19751027,67
19751030,75
19751103,9
19751107,4
19751109,3
19751117,38
19751118,15
19751120,19
19751122,8
19751125,20
19751129,6
19751130,2
19751221,9
19751226,9
19760101,82
19760103,67
19760106,4
19760108,7
19760115,16
19760118,7
19760120,34
19760121,40
19760122,9
19760130,6
19760203,2
19760204,3
19760206,7
19760208,3
19760209,24
19760221,5
19760301,6
19760302,19
19760306,120
19760307,6
19760318,5
19760402,5
19760405,1
19760408,9
19760414,34
19760415,6
19760423,12
19760427,42
19760504,11
19760505,4
19760509,17
19760515,52
19760518,6
19760523,14
19760601,46
19760604,45
19760606,12
19760610,2
19760627,7
19760705,17
19760724,5
19760727,2
19760728,76
19760801,3
19760802,5
19760809,11
19760815,59
19760825,3
19760828,48
19760902,3
19760903,78
19760909,90
19760910,176
19760919,154
19760922,5
19760926,15
19761004,4
19761006,73
19761009,4
19761013,98
19761020,4
19761025,32
19761028,2
19761104,29
19761105,2
19761112,5
19761123,56
19761128,72
19761129,2
19761212,3
19761217,48
19761225,53
19761228,6
19761231,19
19770106,4
19770113,101
19770114,12
19770115,22
19770120,1
19770127,6
19770211,5
19770215,77
19770228,4
19770301,20
19770303,44
19770304,7
19770327,583
19770329,15
19770330,8
19770404,62
19770410,35
19770419,21
19770427,28
19770510,54
19770513,9
19770514,6
19770516,4
19770527,68
19770531,3
19770603,18
19770620,5
19770621,16
19770706,3
19770708,6
19770714,30
19770720,5
19770721,1
19770724,38
19770725,30
19770801,2
19770807,6
19770811,4
19770812,4
19770820,6
19770825,2
19770902,7
19770904,33
19770906,13
19770908,19
19770912,4
19770914,20
19770922,29
19770923,6
19770927,34
19771001,7
19771010,2
19771020,6
19771021,24
19771103,14
19771119,136
19771121,48
19771126,34
19771129,2
19771202,59
19771204,100
19771208,17
19771209,17
19771211,13
19771213,29
19771214,2
19771218,39
19771219,5
19771221,8
19771222,2
19771224,10
19771229,24
19780101,213
19780106,2
19780124,2
19780127,14
19780131,2
19780210,61
19780211,42
19780218,4
19780227,3
19780228,7
19780301,4
19780302,18
19780303,47
19780307,2
19780314,2
19780316,73
19780322,6
19780325,48
19780326,4
19780404,3
19780405,2
19780420,2
19780423,9
19780427,10
19780429,8
19780508,3
19780518,13
19780519,4
19780623,10
19780626,20
19780724,5
19780814,18
19780825,18
19780826,14
19780830,10
19780902,4
19780903,64
19780909,27
19780913,6
19780914,21
19780917,3
19780925,140
19780926,6
19781003,17
19781007,38
19781008,2
19781022,11
19781023,26
19781024,4
19781031,9
19781105,18
19781113,2
19781115,183
19781116,2
19781118,15
19781119,77
19781121,27
19781125,5
19781128,3
19781204,2
19781216,10
19781217,1
19781219,2
19781221,2
19781223,108
19781226,10
19781228,10
19790111,5
19790115,13
19790118,3
19790119,4
19790124,14
19790127,5
19790205,3
19790208,18
19790212,61
19790217,2
19790219,5
19790226,6
19790301,8
19790302,4
19790306,4
19790310,3
19790314,57
19790317,86
19790320,29
19790322,6
19790326,10
19790329,17
19790412,3
19790414,1
19790418,3
19790423,57
19790425,4
19790525,274
19790527,12
19790530,17
19790607,27
19790609,2
19790617,1
19790711,61
19790712,16
19790720,3
19790723,6
19790724,8
19790731,17
19790802,1
19790803,14
19790804,51
19790809,3
19790811,183
19790822,1
19790823,11
19790829,72
19790903,50
19790911,6
19790914,43
19790918,4
19790919,5
19790930,2
19791003,3
19791008,26
19791022,2
19791027,10
19791028,10
19791031,72
19791101,3
19791102,5
19791112,3
19791115,0
19791116,3
19791118,3
19791126,159
19791128,257
19791130,9
19791203,4
19791209,7
19791212,10
19791219,19
19791222,29
19791223,56
19800102,9
19800111,2
19800114,7
19800121,128
19800123,13
19800124,43
19800203,1
19800221,19
19800222,46
19800227,2
19800314,105
19800321,21
19800324,6
19800330,9
19800412,55
19800424,5
19800425,146
19800427,44
19800513,10
19800519,2
19800528,11
19800602,13
19800608,29
19800612,42
19800615,2
19800627,81
19800707,179
19800712,8
19800721,8
19800725,3
19800801,3
19800803,2
19800806,13
19800807,1
19800811,3
19800813,4
19800819,301
19800826,37
19800905,8
19800910,3
19800912,34
19800914,36
19800915,89
19800917,36
19800922,3
19800930,45
19801024,3
19801104,11
19801112,13
19801117,4
19801119,15
19801124,20
19801128,2
19801205,10
19801207,4
19801212,4
19801216,2
19801221,70
19801223,2
19810114,11
19810120,7
19810127,2
19810207,52
19810210,4
19810211,8
19810222,2
19810224,11
19810225,2
19810226,23
19810302,2
19810310,18
19810315,6
19810326,1
19810327,4
19810401,8
19810406,7
19810407,1
19810417,15
19810428,15
19810506,21
19810507,31
19810516,4
19810521,20
19810522,18
19810524,27
19810528,2
19810529,17
19810613,54
19810617,2
19810626,3
19810630,5
19810718,4
19810720,50
19810723,4
19810724,19
19810725,4
19810727,30
19810811,6
19810822,110
19810824,31
19810827,50
19810829,3
19810902,21
19810918,33
19810921,7
19810922,0
19810929,60
19811001,3
19811006,17
19811015,9
19811026,5
19811031,1
19811108,18
19811115,4
19811116,99
19811119,10
19811130,3
19811201,180
19811205,11
19811210,4
19811215,2
19811216,12
19811218,13
19811231,4
19820107,20
19820113,74
19820114,73
19820123,2
19820125,7
19820203,35
19820206,53
19820207,23
19820209,27
19820219,4
19820221,1
19820311,15
19820319,30
19820320,27
19820326,21
19820411,3
19820413,27
19820426,112
19820428,2
19820430,13
19820509,47
19820512,7
19820519,21
19820525,2
19820528,10
19820601,53
19820608,137
19820612,44
19820622,17
19820624,0
19820628,132
19820703,12
19820706,90
19820709,145
19820711,4
19820714,4
19820723,0
19820724,4
19820804,2
19820811,1
19820812,8
19820814,31
19820820,10
19820831,9
19820901,44
19820904,10
19820911,46
19820913,50
19820917,4
19820918,5
19820921,4
19820929,7
19821020,8
19821117,15
19821123,2
19821129,15
19821130,22
19821201,3
19821207,2
19821209,138
19821215,2
19821222,10
19821223,16
19821224,25
19830109,1
19830111,3
19830114,10
19830116,47
19830213,6
19830223,2
19830309,11
19830310,19
19830311,23
19830324,4
19830330,2
19830403,8
19830407,2
19830416,8
19830419,35
19830426,11
19830429,8
19830430,14
19830505,30
19830602,26
19830605,7
19830606,47
19830616,14
19830621,7
19830625,2
19830628,6
19830701,23
19830711,119
19830716,20
19830723,0
19830726,7
19830805,2
19830811,2
19830817,10
19830827,7
19830828,12
19830830,90
19830901,269
19830902,9
19830914,11
19830923,114
19830928,10
19831005,4
19831007,7
19831008,9
19831011,10
19831028,1
19831108,130
19831123,4
19831126,8
19831127,181
19831128,53
19831207,93
19831209,4
19831214,3
19831217,2
19831224,44
19840102,13
19840109,1
19840110,50
19840113,1
19840124,6
19840128,4
19840130,3
19840216,26
19840219,28
19840220,2
19840224,7
19840227,12
19840228,18
19840305,3
19840313,4
19840316,23
19840324,34
19840331,6
19840404,4
19840418,19
19840508,2
19840515,12
19840530,4
19840604,3
19840619,3
19840628,18
19840701,9
19840711,30
19840712,9
19840721,5
19840725,5
19840802,9
19840805,73
19840808,9
19840811,3
19840815,2
19840824,17
19840830,2
19840906,9
19840907,1
19840911,30
19840916,11
19840918,4
19840921,50
19840926,2
19841002,3
19841009,7
19841011,178
19841027,20
19841028,240
19841031,4
19841119,1
19841120,14
19841204,10
19841206,13
19841211,2
19841217,4
19841219,21
19841222,15
19841223,110
19850101,29
19850109,3
19850118,38
19850119,38
19850120,3
19850121,70
19850122,21
19850123,40
19850201,62
19850204,9
19850206,2
19850209,4
19850216,9
19850219,148
19850222,50
19850225,3
19850312,6
19850328,46
19850411,7
19850413,4
19850415,11
19850416,0
19850419,6
19850420,6
19850503,76
19850506,17
19850515,5
19850516,2
19850521,2
19850528,2
19850531,2
19850614,1
19850623,346
19850628,2
19850710,200
19850719,2
19850724,80
19850802,134
19850812,528
19850815,3
19850820,3
19850822,55
19850825,8
19850827,7
19850830,3
19850904,52
19850906,31
19850922,26
19850923,14
19850925,9
19850929,17
19851004,8
19851009,2
19851010,2
19851011,17
19851012,4
19851022,4
19851101,2
19851115,4
19851116,4
19851121,11
19851124,60
19851125,22
19851212,256
19851230,25
19851231,7
19860118,87
19860121,3
19860128,1
19860129,21
19860205,2
19860216,13
19860302,38
19860303,8
19860313,3
19860320,2
19860322,19
19860324,4
19860325,9
19860327,0
19860330,49
19860331,167
19860402,15
19860427,13
19860501,37
19860503,44
19860517,7
19860518,19
19860524,13
19860610,23
19860612,1
19860617,4
19860618,25
19860622,1
19860702,54
19860710,17
19860726,3
19860804,13
19860814,59
19860816,60
19860821,6
19860828,9
19860831,67
19860903,6
19860905,16
19860909,3
19860914,1
19860919,5
19861003,13
19861004,3
19861014,14
19861015,14
19861016,2
19861019,34
19861020,70
19861022,2
19861023,13
19861030,21
19861102,103
19861106,45
19861125,40
19861212,70
19861215,6
19861225,63
19861227,11
19870102,22
19870103,50
19870112,1
19870113,54
19870115,10
19870116,10
19870130,16
19870205,11
19870206,14
19870209,36
19870214,1
19870304,9
19870306,9
19870313,6
19870321,2
19870327,3
19870330,40
19870401,2
19870402,10
19870404,27
19870413,4
19870423,2
19870505,13
19870508,2
19870509,183
19870511,2
19870513,2
19870519,14
19870523,8
19870525,6
19870530,2
19870605,10
19870611,53
19870618,46
19870619,8
19870621,45
19870626,50
19870701,4
19870724,1
19870730,5
19870731,2
19870804,2
19870816,154
19870818,4
19870831,83
19870908,9
19870913,15
19870921,8
19871011,51
19871015,37
19871019,9
19871104,4
19871106,10
19871110,2
19871115,28
19871123,18
19871127,2
19871128,159
19871129,115
19871203,14
19871207,43
19871208,43
19871213,15
19871214,29
19871221,31
19871222,2
19871223,14
19871230,17
19880102,16
19880108,2
19880118,128
19880119,19
19880124,27
19880201,16
19880203,3
19880208,21
19880219,12
19880227,35
19880301,17
19880304,23
19880306,11
19880308,17
19880317,143
19880331,4
19880405,2
19880410,29
19880412,24
19880416,6
19880419,17
19880427,29
19880428,1
19880506,36
19880518,3
19880524,0
19880526,8
19880603,11
19880608,6
19880612,22
19880618,21
19880626,3
19880703,290
19880706,8
19880720,3
19880721,6
19880726,1
19880730,3
19880802,31
19880815,39
19880817,30
19880819,6
19880823,5
19880826,4
19880828,3
19880831,42
19880905,1
19880909,76
19880912,7
19880915,37
19880919,34
19881002,8
19881004,6
19881007,42
19881011,6
19881016,5
19881017,33
19881019,158
19881025,12
19881102,1
19881113,4
19881114,6
19881117,7
19881118,4
19881130,14
19881207,6
19881208,5
19881210,25
19881211,77
19881214,8
19881217,10
19881221,259
19890108,47
19890112,2
19890117,5
19890129,11
19890131,19
19890203,26
19890206,3
19890208,144
19890209,5
19890219,14
19890224,9
19890225,10
19890228,2
19890310,34
19890315,2
19890318,2
19890320,19
19890321,3
19890410,22
19890419,11
19890426,5
19890505,6
19890506,1
19890508,16
19890509,10
19890607,176
19890611,17
19890617,20
19890618,6
19890622,62
19890627,12
19890628,33
19890629,2
19890719,124
19890721,4
19890723,30
19890726,42
19890727,88
19890731,3
19890803,34
19890807,16
19890808,10
19890813,2
19890815,34
19890821,3
19890825,54
19890828,5
19890903,139
19890908,55
19890915,28
19890919,171
19890920,4
19890921,50
19890923,11
19890926,13
19890927,10
19890928,9
19891004,4
19891006,5
19891010,17
19891018,57
19891020,25
19891021,127
19891026,54
19891027,36
19891028,20
19891109,2
19891110,18
19891114,4
19891121,34
19891123,24
19891125,1
19891127,112
19891128,11
19891201,5
19891221,24
19891226,6
19891228,7
19891230,5
19900102,9
19900113,27
19900115,23
19900117,1
19900118,2
19900123,25
19900125,92
19900127,28
19900129,3
19900205,15
19900212,2
19900214,92
19900217,29
19900227,1
19900301,0
19900305,30
19900308,2
19900312,11
19900321,3
19900323,4
19900327,36
19900406,2
19900412,5
19900418,20
19900420,20
19900426,7
19900430,11
19900505,3
19900510,20
19900511,29
19900518,21
19900606,25
19900610,0
19900625,5
19900702,5
19900705,8
19900712,2
19900727,30
19900731,9
19900801,47
19900810,83
19900821,18
19900827,5
19900829,13
19900903,3
19900911,18
19900912,8
19900914,4
19900920,12
19900924,4
19901002,258
19901003,1
19901019,4
19901024,11
19901111,9
19901114,46
19901118,16
19901119,15
19901121,38
19901125,13
19901203,8
19901204,10
19901206,10
19901221,1
19910110,21
19910111,5
19910130,1
19910131,13
19910201,34
19910205,63
19910207,4
19910213,3
19910214,22
19910217,2
19910220,20
19910222,47
19910303,25
19910305,45
19910311,6
19910316,19
19910318,12
19910321,125
19910323,34
19910325,28
19910401,8
19910404,11
19910405,23
19910419,11
19910505,8
19910509,13
19910513,7
19910515,13
19910523,13
19910524,4
19910526,223
19910601,2
19910610,7
19910620,2
19910626,14
19910704,3
19910709,15
19910710,13
19910711,261
19910722,3
19910723,5
19910725,9
19910806,6
19910814,15
19910815,3
19910816,69
19910820,4
19910828,3
19910903,17
19910911,14
19910916,20
19910917,4
19910918,2
19910923,1
19910926,10
19910927,15
19910929,1
19911005,134
19911008,1
19911013,12
19911025,20
19911030,5
19911101,40
19911107,51
19911111,15
19911116,21
19911120,26
19911121,20
19911125,1
19911126,41
19911129,20
19911210,5
19911211,9
19911222,27
19911227,5
19911229,5
19920103,2
19920113,2
19920120,87
19920127,7
19920128,47
19920203,12
19920206,5
19920209,30
19920215,3
19920220,1
19920302,5
19920312,5
19920322,37
19920324,7
19920404,1
19920407,3
19920410,7
19920415,11
19920416,46
19920417,4
19920422,25
19920426,39
19920428,9
19920606,47
19920607,5
19920608,3
19920612,2
19920619,16
19920622,13
19920628,4
19920705,19
19920713,1
19920714,86
19920720,24
19920724,78
19920727,4
19920728,6
19920729,4
19920730,0
19920731,221
19920821,10
19920825,3
19920827,107
19920831,3
19920907,12
19920910,1
19920912,10
19920916,7
19920918,3
19920919,11
19920921,10
19920926,158
19920928,167
19921004,4
19921007,6
19921008,14
19921009,1
19921018,31
19921019,15
19921021,8
19921029,13
19921031,3
19921108,3
19921111,53
19921114,30
19921115,34
19921119,3
19921124,141
19921130,13
19921209,9
19921213,37
19921214,61
19921221,56
19921222,157
19930103,4
19930106,4
19930109,17
19930113,2
19930114,2
19930127,3
19930131,16
19930208,133
19930210,30
19930220,2
19930228,6
19930305,83
19930314,4
19930319,3
19930323,6
19930331,0
19930401,7
19930402,11
19930406,2
19930419,8
19930423,40
19930426,56
19930427,106
19930428,2
19930511,2
19930515,3
19930519,132
19930606,2
19930607,11
19930609,9
19930616,1
19930617,40
19930701,41
19930706,23
19930712,4
19930723,55
19930726,68
19930730,1
19930731,19
19930807,4
19930818,0
19930826,24
19930828,82
19930914,2
19930921,27
19930922,106
19930923,1
19931004,60
19931025,9
19931026,2
19931027,7
19931106,5
19931110,7
19931113,12
19931115,17
19931120,116
19931121,13
19931201,18
19931203,7
19931209,3
19931213,18
19931215,34
19931226,36
19940103,124
19940105,10
19940107,5
19940118,2
19940224,13
19940225,32
19940302,0
19940308,4
19940309,1
19940314,8
19940317,32
19940318,4
19940321,6
19940323,79
19940403,5
19940404,3
19940406,29
19940414,26
19940425,11
19940426,264
19940427,8
19940429,8
19940507,8
19940523,4
19940528,7
19940602,29
19940606,160
19940613,9
19940618,24
19940622,9
19940626,17
19940629,50
19940630,7
19940701,80
19940702,37
19940711,3
19940714,3
19940717,11
19940719,21
19940726,18
19940805,47
19940807,6
19940810,0
19940811,3
19940812,3
19940814,3
19940821,44
19940908,132
19940913,3
19940917,3
19940918,5
19940923,6
19940926,28
19940928,1
19940929,8
19940930,8
19941002,9
19941008,10
19941012,66
19941014,21
19941026,22
19941029,30
19941031,68
19941101,14
19941104,4
19941105,6
19941116,1
19941122,2
19941125,22
19941210,6
19941213,15
19941215,2
19941217,35
19941221,5
19941226,3
19941229,57
19950105,12
19950110,14
19950111,57
19950112,1
19950114,5
19950117,2
19950120,13
19950130,4
19950213,8
19950216,3
19950316,9
19950322,1
19950329,6
19950331,60
19950417,8
19950423,1
19950427,3
19950429,52
19950501,8
19950503,7
19950509,9
19950513,6
19950524,12
19950525,2
19950529,6
19950608,0
19950609,5
19950614,12
19950616,13
19950617,48
19950624,16
19950627,2
19950630,4
19950701,3
19950707,6
19950712,15
19950717,1
19950718,34
19950725,2
19950802,3
19950809,75
19950814,10
19950821,10
19950901,1
19950902,15
19950909,21
19950911,3
19950912,81
19950913,5
19950915,34
19950916,2
19950921,42
19950922,24
19950924,15
19950927,8
19951003,1
19951004,15
19951010,3
19951022,13
19951031,9
19951109,53
19951113,9
19951122,63
19951129,10
19951130,2
19951203,72
19951205,54
19951207,98
19951208,20
19951213,49
19951218,141
19951220,160
19951222,2
19960108,3
19960118,14
19960122,39
19960129,5
19960204,4
19960205,4
19960206,197
19960211,20
19960212,11
19960216,2
19960219,10
19960226,91
19960227,8
19960229,123
19960302,9
19960309,23
19960312,12
19960313,8
19960317,5
19960403,35
19960405,26
19960411,3
19960503,53
19960509,2
19960510,16
19960511,111
19960519,3
19960606,10
19960609,7
19960612,18
19960613,3
19960621,2
19960706,2
19960709,20
19960711,9
19960715,34
19960717,231
19960720,4
19960724,8
19960812,2
19960814,1
19960817,9
19960818,3
19960819,12
19960829,141
19960913,2
19960923,3
19960925,32
19961002,70
19961003,6
19961006,6
19961008,2
19961013,3
19961020,8
19961022,4
19961026,5
19961031,95
19961101,16
19961107,151
19961112,349
19961113,8
19961114,14
19961119,14
19961122,10
19961123,127
19961126,1
19961127,23
19961130,14
19961207,16
19961209,2
19961217,18
19961221,4
19961222,6
19961224,24
19970102,2
19970107,3
19970109,29
19970129,1
19970131,5
19970201,25
19970202,37
19970204,73
19970214,1
19970219,5
19970304,1
19970307,4
19970312,16
19970313,88
19970318,50
19970401,3
19970404,2
19970410,5
19970414,3
19970415,6
19970416,14
19970419,15
19970423,36
19970508,35
19970606,27
19970610,7
19970703,2
19970705,4
19970706,25
19970709,1
19970711,44
19970712,4
19970717,30
19970718,2
19970721,2
19970729,1
19970730,1
19970806,229
19970807,4
19970810,18
19970814,5
19970815,2
19970829,12
19970903,65
19970906,10
19970912,22
19970913,33
19970926,234
19971008,9
19971009,8
19971010,79
19971012,1
19971029,2
19971030,3
19971108,8
19971205,23
19971209,4
19971213,10
19971216,88
19971217,70
19971219,104
19971220,5
19971227,5
19971228,1
19971231,10
19980109,1
19980113,53
19980127,16
19980202,104
19980203,0
19980204,7
19980205,5
19980212,27
19980216,196
19980305,1
19980307,1
19980310,6
19980318,13
19980319,45
19980322,0
19980328,22
19980331,2
19980420,53
19980505,75
19980512,39
19980525,31
19980526,28
19980618,11
19980625,6
19980713,8
19980716,3
19980717,10
19980723,4
19980727,4
19980728,2
19980729,5
19980730,21
19980804,5
19980811,1
19980819,5
19980821,18
19980823,11
19980824,45
19980829,70
19980902,229
19980909,5
19980910,5
19980914,3
19980925,38
19980928,1
19980929,55
19981002,1
19981010,41
19981021,3
19981025,4
19981101,11
19981111,13
19981117,9
19981121,1
19981123,2
19981127,4
19981202,1
19981207,7
19981211,102
19981214,11
19981217,1
19981222,5
19981226,14
19990102,9
19990112,2
19990113,6
19990116,3
19990117,4
19990121,28
19990202,14
19990203,11
19990208,7
19990212,1
19990224,61
19990225,4
19990307,19
19990318,8
19990319,1
19990407,11
19990408,5
19990415,3
19990508,7
19990524,5
19990529,2
19990601,11
19990603,50
19990609,8
19990617,17
19990625,1
19990630,2
19990701,1
19990702,8
19990704,5
19990707,5
19990709,4
19990716,3
19990720,16
19990723,8
19990724,17
19990731,10
19990807,18
19990812,1
19990822,3
19990824,1
19990826,2
19990831,64
19990901,12
19990903,8
19990905,18
19990914,9
19990917,5
19990925,10
19991002,12
19991024,9
19991025,6
19991031,221
19991109,18
19991112,24
19991126,4
19991205,5
19991206,9
19991207,23
19991209,14
19991210,3
19991211,35
19991221,16
19991222,4
19991224,1
19991225,32
19991229,6
20000105,1
20000110,10
20000113,22
20000115,5
20000125,4
20000130,169
20000131,88
20000202,8
20000205,6
20000216,3
20000305,0
20000309,9
20000317,12
20000322,0
20000324,6
20000325,3
20000401,1
20000405,3
20000419,157
20000429,4
20000502,2
20000503,1
20000510,6
20000517,3
20000521,19
20000525,2
20000531,8
20000605,7
20000614,5
20000621,4
20000622,44
20000623,3
20000627,5
20000702,14
20000708,19
20000709,13
20000713,1
20000717,55
20000719,2
20000720,2
20000721,7
20000725,109
20000726,13
20000727,25
20000802,6
20000806,14
20000809,11
20000812,27
20000814,2
20000815,3
20000823,143
20000825,1
20000826,10
20000902,7
20000904,8
20000916,14
20000918,5
20001006,0
20001008,3
20001009,1
20001010,2
20001016,3
20001019,8
20001025,86
20001031,127
20001107,2
20001109,1
20001115,57
20001120,1
20001125,1
20001211,6
20010104,16
20010108,9
20010114,9
20010123,2
20010125,24
20010127,10
20010131,3
20010208,5
20010210,10
20010227,2
20010302,6
20010303,22
20010315,3
20010317,16
20010324,19
20010326,3
20010329,18
20010402,1
20010404,14
20010407,16
20010428,10
20010516,34
20010517,35
20010522,7
20010615,1
20010704,145
20010705,8
20010712,13
20010714,10
20010730,6
20010805,3
20010810,6
20010823,4
20010824,2
20010825,9
20010829,4
20010911,265
20010912,19
20010915,1
20010918,9
20011003,3
20011004,78
20011008,117
20011010,20
20011011,2
20011013,3
20011018,3
20011112,260
20011119,27
20011122,2
20011123,2
20011124,24
20011127,1
20011128,3
20011201,20
20011210,2
20011214,6
20011216,16
20011220,2
20011226,8
20020101,5
20020104,5
20020109,7
20020114,3
20020115,5
20020116,1
20020117,26
20020119,6
20020127,5
20020128,92
20020202,2
20020212,117
20020215,1
20020221,17
20020222,10
20020309,3
20020314,17
20020315,1
20020317,4
20020401,4
20020412,2
20020415,128
20020418,6
20020419,3
20020424,6
20020428,8
20020504,74
20020507,126
20020521,5
20020525,231
20020601,3
20020602,20
20020604,5
20020611,1
20020612,3
20020701,71
20020704,27
20020712,4
20020716,21
20020717,4
20020727,0
20020728,14
20020807,10
20020815,5
20020819,121
20020822,18
20020829,16
20020830,24
20020902,3
20020904,2
20020913,6
20020914,2
20020928,3
20021001,12
20021007,1
20021023,1
20021025,8
20021106,20
20021107,7
20021108,2
20021111,19
20021128,1
20021209,3
20021213,8
20021217,1
20021221,2
20021223,44
20021225,1
20021226,3
20021227,1
20030108,96
20030109,46
20030117,7
20030124,3
20030131,6
20030207,8
20030210,2
20030216,3
20030219,275
20030220,17
20030301,11
20030306,102
20030327,4
20030328,3
20030508,129
20030526,75
20030528,4
20030601,2
20030604,5
20030606,8
20030611,4
20030615,4
20030622,1
20030625,10
20030626,4
20030630,4
20030701,4
20030705,5
20030708,116
20030713,6
20030719,14
20030723,5
20030804,2
20030808,1
20030820,20
20030824,21
20030826,2
20030911,8
20030919,7
20030920,7
20030927,3
20031003,6
20031011,1
20031026,5
20031027,3
20031029,1
20031102,15
20031108,6
20031115,17
20031129,21
20031216,2
20031218,3
20031223,2
20031225,140
20040103,148
20040113,37
20040117,10
20040128,1
20040206,9
20040210,43
20040224,6
20040301,4
20040304,3
20040310,4
20040316,5
20040318,6
20040321,4
20040502,7
20040504,7
20040505,3
20040506,6
20040511,7
20040514,33
20040518,8
20040523,2
20040525,3
20040608,19
20040611,4
20040628,24
20040702,6
20040710,2
20040712,1
20040722,6
20040729,2
20040813,1
20040817,2
20040818,3
20040821,25
20040824,87
20040827,1
20040909,2
20040911,17
20040929,1
20041005,4
20041014,9
20041015,3
20041016,2
20041019,13
20041024,15
20041118,3
20041121,53
20041122,3
20041127,6
20041128,3
20041130,28
20041206,2
20041207,6
20041210,16
20041211,3
20050113,30
20050126,31
20050127,2
20050130,10
20050203,111
20050210,2
20050216,8
20050222,17
20050308,2
20050315,2
20050316,28
20050323,8
20050326,8
20050331,9
20050412,18
20050420,3
20050428,13
20050502,2
20050505,10
20050507,15
20050516,10
20050518,13
20050525,27
20050602,7
20050716,60
20050802,0
20050806,16
20050810,14
20050814,121
20050816,160
20050823,40
20050905,110
20050909,14
20050915,2
20050916,4
20050923,4
20051004,2
20051006,1
20051022,117
20051119,8
20051206,94
20051208,0
20051210,108
20051219,20
20051223,23
20051228,2
20060102,0
20060108,6
20060109,11
20060119,42
20060121,3
20060205,3
20060208,1
20060307,6
20060309,6
20060318,2
20060324,5
20060331,19
20060410,14
20060423,10
20060424,2
20060428,3
20060503,113
20060514,1
20060523,0
20060602,2
20060603,40
20060608,2
20060611,5
20060621,9
20060630,1
20060702,5
20060707,5
20060709,128
20060710,45
20060803,17
20060804,1
20060813,3
20060822,170
20060827,49
20060901,29
20060902,14
20060911,12
20060917,13
20060929,154
20061010,4
20061019,15
20061029,96
20061117,12
20061118,5
20061127,38
20061210,3
20061214,2
20061216,3
20070101,102
20070105,1
20070109,34
20070110,2
20070112,2
20070120,12
20070125,0
20070206,1
20070207,3
20070307,22
20070308,4
20070311,1
20070314,4
20070317,6
20070323,11
20070425,3
20070427,18
20070505,114
20070506,9
20070517,3
20070524,13
20070603,21
20070604,6
20070613,15
20070616,6
20070621,1
20070625,22
20070628,5
20070705,5
20070708,1
20070717,187
20070723,1
20070724,5
20070729,9
20070805,5
20070809,20
20070816,6
20070822,16
