Date,Fatalities
20070826,14
20070907,8
20070916,90
20070924,1
20071004,24
20071007,10
20071008,18
20071104,2
20071108,0
20071130,57
20071203,4
20071205,2
20071209,5
20080104,18
20080105,6
20080112,11
20080114,1
20080117,0
20080119,13
20080123,20
20080126,3
20080221,46
20080226,5
20080303,10
20080315,3
20080403,19
20080409,1
20080411,8
20080415,0
20080416,13
20080428,20
20080502,24
20080517,2
20080523,1
20080524,4
20080526,9
20080529,11
20080530,3
20080607,10
20080608,4
20080610,32
20080618,1
20080620,10
20080626,18
20080627,7
20080629,6
20080630,4
20080706,1
20080707,0
20080710,9
20080731,8
20080803,5
20080805,9
20080806,10
20080813,3
20080820,154
20080824,79
20080830,3
20080901,20
20080903,7
20080914,88
20080919,4
20080927,4
20081008,18
20081015,4
20081104,8
20081108,4
20081113,7
20081116,7
20081127,7
20081203,3
20081211,3
20081215,12
20090104,8
20090115,0
20090207,26
20090212,49
20090215,13
20090220,5
20090225,9
20090309,11
20090312,17
20090322,14
20090323,2
20090401,16
20090406,24
20090409,6
20090417,12
20090429,7
20090503,18
20090520,98
20090526,4
20090601,228
20090607,1
20090608,13
20090629,3
20090630,152
20090715,168
20090724,16
20090802,15
20090804,1
20090811,13
20090814,2
20090816,1
20090826,6
20090907,5
20090922,7
20090924,1
20091009,11
20091013,3
20091017,4
20091021,6
20091022,1
20091026,9
20091029,7
20091101,11
20091102,4
20091109,1
20091112,1
20091115,3
20091123,5
20091128,3
20091209,2
20091217,2
20091220,1
20100105,2
20100121,2
20100125,92
20100128,9
20100214,2
20100322,2
20100410,96
20100412,4
20100413,7
20100421,3
20100512,103
20100515,8
20100517,44
20100521,3
20100522,158
20100612,3
20100614,9
20100619,11
20100623,7
20100624,2
20100705,12
20100728,156
20100731,2
20100801,3
20100803,12
20100809,5
20100816,2
20100824,58
20100825,20
20100831,4
20100903,2
20100907,6
20100913,17
20101006,8
20101012,8
20101021,2
20101025,1
20101027,5
20101104,68
20101105,21
20101111,6
20101124,5
20101128,12
20101204,2
20101208,5
20101215,22
20101219,2
20101228,12
20110101,3
20110109,77
20110114,6
20110120,6
20110204,7
20110210,6
20110212,5
20110214,16
20110218,2
20110305,6
20110308,2
20110316,5
20110321,23
20110328,3
20110331,1
20110401,1
20110402,4
20110404,32
20110507,25
20110518,22
20110620,47
20110704,1
20110706,9
20110708,77
20110711,7
20110713,16
20110726,80
20110728,2
20110802,8
20110809,11
20110820,12
20110822,1
20110828,1
20110902,22
20110903,1
20110906,8
20110907,44
20110909,2
20110914,17
20110920,3
20110922,2
20110923,1
20110925,19
20110929,18
20111004,2
20111013,28
20111014,8
20111018,6
20111025,4
20111027,2
20111123,1
20120130,3
20120212,6
20120228,1
20120301,5
20120315,12
20120322,8
20120402,33
20120420,127
20120421,3
20120509,45
20120514,15
20120602,12
20120603,163
20120606,2
20120610,5
20120611,13
20120621,11
20120623,4
20120629,2
20120701,4
20120712,7
20120713,3
20120717,1
20120722,1
20120728,8
20120802,2
20120819,32
20120822,4
20120830,3
20120912,10
20120922,1
20120928,19
20121007,18
20121106,1
20121109,6
20121118,1
20121121,10
20121125,1
20121130,32
20121205,11
20121209,7
20121217,4
20121219,2
20121222,1
20121225,29
20121229,5
20130104,6
20130115,1
20130123,3
20130129,21
20130211,11
20130213,5
20130220,5
20130304,9
20130306,9
20130308,2
20130317,2
20130323,1
20130407,1
20130427,4
20130429,7
20130430,6
20130503,3
20130505,2
20130515,1
20130524,3
20130607,1
20130610,1
20130628,1
20130629,2
20130706,3
20130707,10
20130805,2
20130806,1
20130809,4
20130814,2
20130822,1
20130909,2
20130925,1
20130929,4
20131003,16
20131005,4
20131006,1
20131010,4
20131014,14
20131016,49
20131018,2
20131026,2
20131103,8
20131110,5
20131117,50
20131119,4
20131125,3
20131129,37
20131202,2
20131204,5
20131211,1
20131217,2
20131226,9
20140105,1
20140110,3
20140112,4
20140118,2
20140120,2
20140211,76
20140216,18
20140217,1
20140219,1
20140221,11
20140303,4
20140308,239
20140328,5
20140408,2
20140419,8
20140508,5
20140512,1
20140517,16
20140527,5
20140531,7
20140606,5
20140607,1
20140614,49
20140617,3
20140618,3
20140623,2
20140624,1
20140702,4
20140714,2
20140717,298
20140723,48
20140724,116
20140810,39
20140813,7
20140830,7
20140831,3
20140914,2
20140920,4
20140921,6
20141020,4
20141029,2
20141030,4
20141109,9
20141114,2
20141208,6
20141212,5
20141218,2
20141228,170
20150118,30
20150120,6
20150129,3
20150204,43
20150211,4
20150324,152
20150326,2
20150413,2
20150509,4
20150516,2
20150520,4
20150602,5
20150608,3
20150625,9
20150630,139
20150731,15
20150801,1
20150816,58
20150820,7
20150829,7
20150905,7
20150915,3
20151002,24
20151003,2
20151012,2
20151014,3
20151022,4
20151031,224
20151104,41
20151110,13
20151207,1
20151211,1
20151222,10
20151223,1
20151224,8
20160108,2
20160118,2
20160202,1
20160206,3
20160210,5
20160224,23
20160309,3
20160315,22
20160316,3
20160319,62
20160401,3
20160406,6
20160413,12
20160430,5
20160518,7
20160616,9
20160626,1
20160630,2
20160701,10
20160711,3
20160720,5
20160722,29
20160731,3
20160803,1
20160816,2
20160831,3
20160930,4
20161002,3
20161013,4
20161024,5
20161128,71
20161203,13
20161205,1
20161207,47
20161218,13
